1,0.14310455322265625,692041,
2,0.039501190185546875,1040809,3000.0
4,0.08008956909179688,2648028,
5,0.2861137390136719,,5852.0
6,0.19266128540039062,1614877,4100.0
7,0.3827095031738281,847286,
8,0.24955368041992188,1822842,3500.0
12,0.040782928466796875,1769963,6968.0
15,0.38848114013671875,4008821,9285.0
16,0.5118827819824219,803527,
17,0.19600296020507812,1053152,
19,0.09003448486328125,1849755,2765.0
20,0.7792205810546875,2363322,23682.0
21,0.24231338500976562,2996236,
22,0.032154083251953125,586580,
23,0.06250762939453125,1332619,3000.0
24,0.3666572570800781,,2800.0
26,0.21173095703125,1563081,
29,0.09471893310546875,,1742.0
32,0.3699951171875,866177,
33,0.12325668334960938,1034961,
35,0.14416122436523438,2185782,3530.0
41,0.13825225830078125,990366,
42,0.234100341796875,1564926,3225.0
43,0.2987937927246094,795614,
44,0.3117179870605469,1750455,7785.0
46,0.034877777099609375,720807,2214.0
50,0.14420700073242188,774459,
52,0.05815887451171875,1060330,
54,0.029468536376953125,,
58,0.34003448486328125,1567007,5952.0
59,0.27422332763671875,723360,
60,0.3307952880859375,4302997,
61,0.39269256591796875,997415,
62,0.14267349243164062,586086,
64,0.2409820556640625,1799252,2500.0
66,0.21311569213867188,857687,
67,0.06444931030273438,1530587,3040.0
68,0.044219970703125,936780,800.0
69,0.2508392333984375,632595,
70,0.2848014831542969,958047,4520.0
71,0.1108245849609375,1231915,
73,0.097808837890625,976763,1000.0
74,0.17506790161132812,,3671.0
75,0.18827056884765625,2305364,3287.0
76,0.08245849609375,,3550.0
77,0.036090850830078125,1328620,
78,0.3459205627441406,1601472,
81,0.035003662109375,,
82,0.07537460327148438,572159,
83,0.16145706176757812,,
84,0.32495880126953125,1049716,
86,0.212738037109375,,
87,0.223876953125,1380866,2520.0
88,0.18180084228515625,932516,
89,0.048252105712890625,1054005,1395.0
92,0.18989944458007812,744599,
93,0.23258209228515625,3429253,8920.0
94,0.12009048461914062,394071,
95,0.2563056945800781,990578,1464.0
98,0.39415740966796875,1642235,7195.0
99,0.1764984130859375,1002910,
100,0.18389511108398438,1710534,7840.0
103,0.18028640747070312,807125,
104,0.3465576171875,808912,4248.0
105,0.16622543334960938,1540356,2945.0
107,0.018199920654296875,970062,6400.0
109,0.008197784423828125,698803,
110,0.049121856689453125,1023541,2624.0
111,0.1353912353515625,1001563,
